sample_id,study_name,PMID,sample_accession,study_accession,bedaquiline,clofazimine,linezolid,delamanid,pretomanid
site.04.subj.04021.lab.832360.iso.1,walker2022,35373160,ERS5284301,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04022.lab.828216.iso.1,walker2022,35373160,ERS5284128,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04023.lab.911177.iso.1,walker2022,35373160,ERS5285465,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04024.lab.832062.iso.1,walker2022,35373160,ERS5284294,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04025.lab.831986.iso.1,walker2022,35373160,ERS5284289,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04026.lab.832477.iso.1,walker2022,35373160,ERS5284305,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04034.lab.911894.iso.1,walker2022,35373160,ERS5285474,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04035.lab.829227.iso.1,walker2022,35373160,ERS5284179,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04036.lab.900047.iso.1,walker2022,35373160,ERS5284335,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04037.lab.830098.iso.1,walker2022,35373160,ERS5284225,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04038.lab.829619.iso.1,walker2022,35373160,ERS5284202,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04039.lab.832143.iso.1,walker2022,35373160,ERS5284295,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04043.lab.830956.iso.1,walker2022,35373160,ERS5284254,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04045.lab.833162.iso.1,walker2022,35373160,ERS5284329,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04056.lab.830508.iso.1,walker2022,35373160,ERS5284631,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04058.lab.829797.iso.1,walker2022,35373160,ERS5284211,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04059.lab.831960.iso.1,walker2022,35373160,ERS5284286,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04060.lab.832287.iso.1,walker2022,35373160,ERS5284300,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04064.lab.900190.iso.1,walker2022,35373160,ERS5284651,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04070.lab.831970.iso.1,walker2022,35373160,ERS5284288,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04073.lab.830328.iso.1,walker2022,35373160,ERS5284235,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04076.lab.912606.iso.1,walker2022,35373160,ERS5285494,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04077.lab.913204.iso.1,walker2022,35373160,ERS5285507,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04078.lab.832175.iso.1,walker2022,35373160,ERS5284297,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04086.lab.832807.iso.1,walker2022,35373160,ERS5284318,PRJEB41116,NA,S,NA,NA,NA
site.04.subj.04087.lab.900145.iso.1,walker2022,35373160,ERS5284339,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04090.lab.912361.iso.1,walker2022,35373160,ERS5285485,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04091.lab.831472.iso.1,walker2022,35373160,ERS5284272,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04093.lab.830108.iso.1,walker2022,35373160,ERS5284229,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04094.lab.831379.iso.1,walker2022,35373160,ERS5284269,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04096.lab.900044.iso.1,walker2022,35373160,ERS5284333,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04097.lab.900071.iso.1,walker2022,35373160,ERS5284337,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04098.lab.831031.iso.1,walker2022,35373160,ERS5284259,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04102.lab.901393.iso.1,walker2022,35373160,ERS5284370,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04104.lab.831938.iso.1,walker2022,35373160,ERS5284285,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04105.lab.828957.iso.1,walker2022,35373160,ERS5284167,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04109.lab.832641.iso.1,walker2022,35373160,ERS5284311,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04111.lab.901398.iso.1,walker2022,35373160,ERS5284371,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04112.lab.901730.iso.1,walker2022,35373160,ERS5284372,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04115.lab.832555.iso.1,walker2022,35373160,ERS5284308,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04116.lab.832020.iso.1,walker2022,35373160,ERS5284291,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04117.lab.831689.iso.1,walker2022,35373160,ERS5284278,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04118.lab.832668.iso.1,walker2022,35373160,ERS5284312,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04119.lab.832154.iso.1,walker2022,35373160,ERS5284296,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04120.lab.833088.iso.1,walker2022,35373160,ERS5284326,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04122.lab.900229.iso.1,walker2022,35373160,ERS5284342,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04123.lab.900049.iso.1,walker2022,35373160,ERS5284336,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04124.lab.832748.iso.1,walker2022,35373160,ERS5284314,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04125.lab.833140.iso.1,walker2022,35373160,ERS5284328,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04126.lab.832376.iso.1,walker2022,35373160,ERS5284302,PRJEB41116,NA,S,R,NA,NA
site.04.subj.04127.lab.832382.iso.1,walker2022,35373160,ERS5284303,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04128.lab.900913.iso.1,walker2022,35373160,ERS5284359,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04129.lab.830930.iso.1,walker2022,35373160,ERS5284252,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04130.lab.831249.iso.1,walker2022,35373160,ERS5284267,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04131.lab.900834.iso.1,walker2022,35373160,ERS5284358,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04132.lab.900217.iso.1,walker2022,35373160,ERS5284340,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04133.lab.901055.iso.1,walker2022,35373160,ERS5284363,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04135.lab.828411.iso.1,walker2022,35373160,ERS5284142,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04136.lab.831875.iso.1,walker2022,35373160,ERS5284283,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04137.lab.832790.iso.1,walker2022,35373160,ERS5284317,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04139.lab.901209.iso.1,walker2022,35373160,ERS5284366,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04140.lab.901246.iso.1,walker2022,35373160,ERS5284368,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04141.lab.830533.iso.1,walker2022,35373160,ERS5284240,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04142.lab.900629.iso.1,walker2022,35373160,ERS5284351,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04144.lab.900607.iso.1,walker2022,35373160,ERS5284349,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04146.lab.913211.iso.1,walker2022,35373160,ERS5285508,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04147.lab.831778.iso.1,walker2022,35373160,ERS5284948,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04148.lab.832272.iso.1,walker2022,35373160,ERS5284951,PRJEB41116,NA,S,R,NA,NA
site.04.subj.04149.lab.913375.iso.1,walker2022,35373160,ERS5285515,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04150.lab.913276.iso.1,walker2022,35373160,ERS5285511,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04151.lab.912710.iso.1,walker2022,35373160,ERS5285498,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04152.lab.900324.iso.1,walker2022,35373160,ERS5284654,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04153.lab.900223.iso.1,walker2022,35373160,ERS5284956,PRJEB41116,NA,S,R,NA,NA
site.04.subj.04161.lab.912212.iso.1,walker2022,35373160,ERS5285481,PRJEB41116,NA,S,NA,NA,NA
site.04.subj.04163.lab.901173.iso.1,walker2022,35373160,ERS5284365,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04165.lab.833112.iso.1,walker2022,35373160,ERS5284327,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04168.lab.900347.iso.1,walker2022,35373160,ERS5284345,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04170.lab.901292.iso.1,walker2022,35373160,ERS5284369,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04171.lab.829325.iso.1,walker2022,35373160,ERS5284181,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04172.lab.830627.iso.1,walker2022,35373160,ERS5284244,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04173.lab.827610.iso.1,walker2022,35373160,ERS5284107,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04174.lab.833074.iso.1,walker2022,35373160,ERS5284325,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04177.lab.900304.iso.1,walker2022,35373160,ERS5284344,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04180.lab.900949.iso.1,walker2022,35373160,ERS5284360,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04181.lab.900976.iso.1,walker2022,35373160,ERS5284361,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04182.lab.832953.iso.1,walker2022,35373160,ERS5284320,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04186.lab.900036.iso.1,walker2022,35373160,ERS5284331,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04187.lab.900623.iso.1,walker2022,35373160,ERS5284350,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04188.lab.900889.iso.1,walker2022,35373160,ERS5284657,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04189.lab.829826.iso.1,walker2022,35373160,ERS5284453,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04193.lab.900460.iso.1,walker2022,35373160,ERS5284477,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04194.lab.901142.iso.1,walker2022,35373160,ERS5284497,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04199.lab.901558.iso.1,walker2022,35373160,ERS5284517,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04200.lab.833028.iso.1,walker2022,35373160,ERS5284463,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04201.lab.829065.iso.1,walker2022,35373160,ERS5284451,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04202.lab.901866.iso.1,walker2022,35373160,ERS5284534,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04203.lab.901529.iso.1,walker2022,35373160,ERS5284512,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04205.lab.832692.iso.1,walker2022,35373160,ERS5284461,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04206.lab.901267.iso.1,walker2022,35373160,ERS5284503,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04207.lab.901937.iso.1,walker2022,35373160,ERS5284538,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04208.lab.901729.iso.1,walker2022,35373160,ERS5284528,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04209.lab.833031.iso.1,walker2022,35373160,ERS5284648,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04210.lab.900286.iso.1,walker2022,35373160,ERS5284472,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04212.lab.901186.iso.1,walker2022,35373160,ERS5284500,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04214.lab.902079.iso.1,walker2022,35373160,ERS5284548,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04218.lab.901269.iso.1,walker2022,35373160,ERS5284504,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04219.lab.901037.iso.1,walker2022,35373160,ERS5284492,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04221.lab.900615.iso.1,walker2022,35373160,ERS5284481,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04224.lab.833174.iso.1,walker2022,35373160,ERS5284466,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04226.lab.831946.iso.1,walker2022,35373160,ERS5284456,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04228.lab.902140.iso.1,walker2022,35373160,ERS5284553,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04229.lab.902355.iso.1,walker2022,35373160,ERS5284559,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04230.lab.900805.iso.1,walker2022,35373160,ERS5284486,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04231.lab.902783.iso.1,walker2022,35373160,ERS5284572,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04233.lab.901105.iso.1,walker2022,35373160,ERS5284496,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04234.lab.901291.iso.1,walker2022,35373160,ERS5284506,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04235.lab.901668.iso.1,walker2022,35373160,ERS5284525,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04237.lab.901635.iso.1,walker2022,35373160,ERS5284523,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04240.lab.902456.iso.1,walker2022,35373160,ERS5284566,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04242.lab.901369.iso.1,walker2022,35373160,ERS5284507,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04243.lab.902086.iso.1,walker2022,35373160,ERS5284549,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04245.lab.901719.iso.1,walker2022,35373160,ERS5284527,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04251.lab.832765.iso.1,walker2022,35373160,ERS5284462,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04254.lab.901530.iso.1,walker2022,35373160,ERS5284513,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04255.lab.901533.iso.1,walker2022,35373160,ERS5284515,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04256.lab.901537.iso.1,walker2022,35373160,ERS5284516,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04257.lab.901731.iso.1,walker2022,35373160,ERS5284529,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04259.lab.901011.iso.1,walker2022,35373160,ERS5284491,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04260.lab.832338.iso.1,walker2022,35373160,ERS5284459,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04261.lab.900438.iso.1,walker2022,35373160,ERS5284476,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04262.lab.900421.iso.1,walker2022,35373160,ERS5284475,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04265.lab.902101.iso.1,walker2022,35373160,ERS5284550,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04266.lab.901965.iso.1,walker2022,35373160,ERS5284539,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04271.lab.901970.iso.1,walker2022,35373160,ERS5284540,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04274.lab.828522.iso.1,walker2022,35373160,ERS5284450,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04275.lab.832755.iso.1,walker2022,35373160,ERS5284644,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04279.lab.902914.iso.1,walker2022,35373160,ERS5284575,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04280.lab.901168.iso.1,walker2022,35373160,ERS5284498,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04281.lab.901906.iso.1,walker2022,35373160,ERS5284537,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04285.lab.902139.iso.1,walker2022,35373160,ERS5284552,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04286.lab.902068.iso.1,walker2022,35373160,ERS5284547,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04307.lab.901060.iso.1,walker2022,35373160,ERS5284493,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04308.lab.900835.iso.1,walker2022,35373160,ERS5284487,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04309.lab.901071.iso.1,walker2022,35373160,ERS5284495,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04310.lab.902064.iso.1,walker2022,35373160,ERS5284546,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04311.lab.900712.iso.1,walker2022,35373160,ERS5284482,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04313.lab.902452.iso.1,walker2022,35373160,ERS5284565,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04314.lab.900914.iso.1,walker2022,35373160,ERS5284488,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04315.lab.901591.iso.1,walker2022,35373160,ERS5284518,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04316.lab.900539.iso.1,walker2022,35373160,ERS5284478,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04317.lab.901608.iso.1,walker2022,35373160,ERS5284520,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04318.lab.900388.iso.1,walker2022,35373160,ERS5284474,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04319.lab.902292.iso.1,walker2022,35373160,ERS5284558,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04320.lab.901260.iso.1,walker2022,35373160,ERS5284501,PRJEB41116,NA,S,NA,NA,NA
site.04.subj.04321.lab.901266.iso.1,walker2022,35373160,ERS5284502,PRJEB41116,NA,S,NA,NA,NA
site.04.subj.04322.lab.901387.iso.1,walker2022,35373160,ERS5284508,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04324.lab.900301.iso.1,walker2022,35373160,ERS5284473,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04325.lab.900601.iso.1,walker2022,35373160,ERS5284480,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04326.lab.901518.iso.1,walker2022,35373160,ERS5284511,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04327.lab.833240.iso.1,walker2022,35373160,ERS5284468,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04328.lab.901981.iso.1,walker2022,35373160,ERS5284541,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04330.lab.901625.iso.1,walker2022,35373160,ERS5284522,PRJEB41116,NA,S,NA,NA,NA
site.04.subj.04333.lab.902183.iso.1,walker2022,35373160,ERS5284555,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04334.lab.901271.iso.1,walker2022,35373160,ERS5284505,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04335.lab.901615.iso.1,walker2022,35373160,ERS5284521,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04337.lab.901665.iso.1,walker2022,35373160,ERS5284524,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04338.lab.829402.iso.1,walker2022,35373160,ERS5284452,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04339.lab.900978.iso.1,walker2022,35373160,ERS5284490,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04340.lab.902414.iso.1,walker2022,35373160,ERS5284562,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04342.lab.900595.iso.1,walker2022,35373160,ERS5284479,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04343.lab.902419.iso.1,walker2022,35373160,ERS5284563,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04344.lab.901389.iso.1,walker2022,35373160,ERS5284509,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04345.lab.902215.iso.1,walker2022,35373160,ERS5284556,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04347.lab.902938.iso.1,walker2022,35373160,ERS5284577,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04349.lab.831732.iso.1,walker2022,35373160,ERS5284638,PRJEB41116,NA,S,NA,NA,NA
site.04.subj.04350.lab.902095.iso.1,walker2022,35373160,ERS5284967,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04352.lab.902831.iso.1,walker2022,35373160,ERS5284686,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04354.lab.904036.iso.1,walker2022,35373160,ERS5284989,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04355.lab.902427.iso.1,walker2022,35373160,ERS5284564,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04356.lab.903933.iso.1,walker2022,35373160,ERS5284582,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04357.lab.904035.iso.1,walker2022,35373160,ERS5284585,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04358.lab.833232.iso.1,walker2022,35373160,ERS5284467,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04360.lab.902695.iso.1,walker2022,35373160,ERS5284567,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04361.lab.901054.iso.1,walker2022,35373160,ERS5284962,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04362.lab.831548.iso.1,walker2022,35373160,ERS5284947,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04366.lab.902160.iso.1,walker2022,35373160,ERS5284554,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04369.lab.900016.iso.1,walker2022,35373160,ERS5284469,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04370.lab.902236.iso.1,walker2022,35373160,ERS5284672,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04373.lab.901532.iso.1,walker2022,35373160,ERS5284661,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04374.lab.902133.iso.1,walker2022,35373160,ERS5284551,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04376.lab.902406.iso.1,walker2022,35373160,ERS5284561,PRJEB41116,NA,S,NA,NA,NA
site.04.subj.04380.lab.832882.iso.1,walker2022,35373160,ERS5284955,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04381.lab.902681.iso.1,walker2022,35373160,ERS5284683,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04382.lab.902666.iso.1,walker2022,35373160,ERS5284681,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04383.lab.901831.iso.1,walker2022,35373160,ERS5284666,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04386.lab.903936.iso.1,walker2022,35373160,ERS5284583,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04388.lab.903579.iso.1,walker2022,35373160,ERS5284702,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04389.lab.832231.iso.1,walker2022,35373160,ERS5284458,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04390.lab.904034.iso.1,walker2022,35373160,ERS5284584,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04391.lab.904171.iso.1,walker2022,35373160,ERS5284586,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04392.lab.902356.iso.1,walker2022,35373160,ERS5284560,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04394.lab.902056.iso.1,walker2022,35373160,ERS5284545,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04396.lab.902674.iso.1,walker2022,35373160,ERS5284682,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04399.lab.902995.iso.1,walker2022,35373160,ERS5284690,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04400.lab.904467.iso.1,walker2022,35373160,ERS5284992,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04403.lab.901696.iso.1,walker2022,35373160,ERS5284965,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04406.lab.904170.iso.1,walker2022,35373160,ERS5284720,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04407.lab.903102.iso.1,walker2022,35373160,ERS5284977,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04411.lab.903568.iso.1,walker2022,35373160,ERS5284984,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04412.lab.902976.iso.1,walker2022,35373160,ERS5284974,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04416.lab.902804.iso.1,walker2022,35373160,ERS5284972,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04418.lab.903088.iso.1,walker2022,35373160,ERS5284976,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04419.lab.903366.iso.1,walker2022,35373160,ERS5284981,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04421.lab.902449.iso.1,walker2022,35373160,ERS5284968,PRJEB41116,NA,S,NA,NA,NA
site.04.subj.04422.lab.903505.iso.1,walker2022,35373160,ERS5284983,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04423.lab.903733.iso.1,walker2022,35373160,ERS5284986,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04427.lab.900923.iso.1,walker2022,35373160,ERS5284960,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04428.lab.901047.iso.1,walker2022,35373160,ERS5284961,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04429.lab.832295.iso.1,walker2022,35373160,ERS5284952,PRJEB41116,NA,S,NA,NA,NA
site.04.subj.04430.lab.902675.iso.1,walker2022,35373160,ERS5284970,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04432.lab.832714.iso.1,walker2022,35373160,ERS5284643,PRJEB41116,NA,NA,S,NA,NA
site.04.subj.04434.lab.903083.iso.1,walker2022,35373160,ERS5284691,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04435.lab.901710.iso.1,walker2022,35373160,ERS5284966,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04436.lab.903389.iso.1,walker2022,35373160,ERS5284698,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04437.lab.903095.iso.1,walker2022,35373160,ERS5284692,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04438.lab.901563.iso.1,walker2022,35373160,ERS5284963,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04439.lab.901761.iso.1,walker2022,35373160,ERS5284665,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04440.lab.832125.iso.1,walker2022,35373160,ERS5284950,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04441.lab.902320.iso.1,walker2022,35373160,ERS5284674,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04442.lab.902617.iso.1,walker2022,35373160,ERS5284679,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04443.lab.900300.iso.1,walker2022,35373160,ERS5284652,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04444.lab.833187.iso.1,walker2022,35373160,ERS5284649,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04446.lab.903917.iso.1,walker2022,35373160,ERS5284713,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04450.lab.832033.iso.1,walker2022,35373160,ERS5284949,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04453.lab.905101.iso.1,walker2022,35373160,ERS5285003,PRJEB41116,NA,S,R,NA,NA
site.04.subj.04456.lab.903177.iso.1,walker2022,35373160,ERS5284978,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04457.lab.902761.iso.1,walker2022,35373160,ERS5284971,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04459.lab.902478.iso.1,walker2022,35373160,ERS5284969,PRJEB41116,NA,S,S,NA,NA
site.04.subj.04461.lab.900721.iso.1,walker2022,35373160,ERS5284959,PRJEB41116,NA,S,S,NA,NA
