sample_id,study_name,PMID,sample_accession,study_accession,bedaquiline,clofazimine,linezolid,delamanid,delamanid
SRR6824315,gomes2021;huang2019,,SRR6824315,NA,0,0,NA,0,
SRR6824418,gomes2021;huang2019,,SRR6824418,NA,0,0,NA,0,
SRR6824417,gomes2021;huang2019,,SRR6824417,NA,0,0,NA,0,
SRR6824413,gomes2021;huang2019,,SRR6824413,NA,0,0,NA,0,
SRR6824420,gomes2021;huang2019,,SRR6824420,NA,0,0,NA,0,
SRR6824421,gomes2021;huang2019,,SRR6824421,NA,0,0,NA,0,
SRR6824320,gomes2021;huang2019,,SRR6824320,NA,0,0,NA,0,
SRR6824319,gomes2021;huang2019,,SRR6824319,NA,0,0,NA,0,
SRR6824318,gomes2021;huang2019,,SRR6824318,NA,0,0,NA,0,
SRR6824325,gomes2021;huang2019,,SRR6824325,NA,0,0,NA,0,
SRR6824324,huang2019,,SRR6824324,NA,0,0,0,0,
SRR6824323,gomes2021;huang2019,,SRR6824323,NA,0,0,NA,0,
SRR6824322,gomes2021;huang2019,,SRR6824322,NA,0,0,NA,0,
SRR6824317,gomes2021;huang2019,,SRR6824317,NA,0,0,NA,0,
SRR6824367,gomes2021;huang2019,,SRR6824367,NA,0,0,NA,0,
SRR6824439,gomes2021;huang2019,,SRR6824439,NA,0,0,NA,0,
SRR6824440,huang2019,,SRR6824440,NA,NA,0,0,NA,
SRR6824437,gomes2021;huang2019,,SRR6824437,NA,0,0,NA,0,
SRR6824438,gomes2021;huang2019,,SRR6824438,NA,0,0,NA,0,
SRR6824592,gomes2021;huang2019,,SRR6824592,NA,0,0,NA,0,
SRR6824617,gomes2021;huang2019,,SRR6824617,NA,0,0,NA,0,
SRR6824388,gomes2021;huang2019,,SRR6824388,NA,0,0,NA,0,
SRR6824508,gomes2021;huang2019,,SRR6824508,NA,0,0,NA,0,
SRR6824507,gomes2021;huang2019,,SRR6824507,NA,0,0,NA,0,
SRR6824510,gomes2021;huang2019,,SRR6824510,NA,0,0,NA,0,
SRR6824509,gomes2021;huang2019,,SRR6824509,NA,0,1,NA,0,
SRR6824512,gomes2021;huang2019,,SRR6824512,NA,0,0,NA,0,
SRR6824511,gomes2021;huang2019,,SRR6824511,NA,0,0,NA,0,
SRR6824514,gomes2021;huang2019,,SRR6824514,NA,0,0,NA,0,
SRR6824513,gomes2021;huang2019,,SRR6824513,NA,0,0,NA,0,
SRR6824516,huang2019,,SRR6824516,NA,0,0,0,0,
SRR6824515,gomes2021;huang2019,,SRR6824515,NA,0,0,NA,0,
SRR6824393,gomes2021;huang2019,,SRR6824393,NA,0,0,NA,0,
SRR6824394,gomes2021;huang2019,,SRR6824394,NA,0,0,NA,0,
SRR6824391,gomes2021;huang2019,,SRR6824391,NA,0,0,NA,0,
SRR6824392,gomes2021;huang2019,,SRR6824392,NA,0,0,NA,0,
SRR6824397,gomes2021;huang2019,,SRR6824397,NA,0,0,NA,0,
SRR6824398,gomes2021;huang2019,,SRR6824398,NA,0,0,NA,0,
SRR6824395,gomes2021;huang2019,,SRR6824395,NA,0,0,NA,0,
SRR6824396,gomes2021;huang2019,,SRR6824396,NA,0,0,NA,0,
SRR6824399,gomes2021;huang2019,,SRR6824399,NA,0,0,NA,0,
SRR6824400,gomes2021;huang2019,,SRR6824400,NA,0,0,NA,0,
SRR6824552,gomes2021;huang2019,,SRR6824552,NA,0,0,NA,0,
SRR6824551,gomes2021;huang2019,,SRR6824551,NA,0,0,NA,0,
SRR6824550,huang2019,,SRR6824550,NA,0,1,1,0,
SRR6824549,gomes2021;huang2019,,SRR6824549,NA,0,0,NA,0,
SRR6824556,gomes2021;huang2019,,SRR6824556,NA,0,0,NA,0,
SRR6824555,gomes2021;huang2019,,SRR6824555,NA,0,0,NA,0,
SRR6824554,gomes2021;huang2019,,SRR6824554,NA,0,0,NA,0,
SRR6824553,gomes2021;huang2019,,SRR6824553,NA,0,1,NA,0,
SRR6824544,gomes2021;huang2019,,SRR6824544,NA,0,0,NA,0,
SRR6824603,huang2019,,SRR6824603,NA,0,1,0,0,
SRR6824423,huang2019,,SRR6824423,NA,0,0,0,0,
SRR6824424,gomes2021;huang2019,,SRR6824424,NA,0,0,NA,0,
SRR6824425,gomes2021;huang2019,,SRR6824425,NA,0,0,NA,0,
SRR6824426,gomes2021;huang2019,,SRR6824426,NA,0,0,NA,0,
SRR6824419,gomes2021;huang2019,,SRR6824419,NA,0,0,NA,0,
SRR6824422,gomes2021;huang2019,,SRR6824422,NA,0,0,NA,0,
SRR6824415,gomes2021;huang2019,,SRR6824415,NA,0,0,NA,0,
SRR6824416,gomes2021;huang2019,,SRR6824416,NA,0,0,NA,0,
SRR6824624,huang2019,,SRR6824624,NA,0,0,0,0,
SRR6824625,gomes2021;huang2019,,SRR6824625,NA,0,0,NA,0,
SRR6824626,gomes2021;huang2019,,SRR6824626,NA,0,0,NA,0,
SRR6824627,gomes2021;huang2019,,SRR6824627,NA,0,0,NA,0,
SRR6824620,gomes2021;huang2019,,SRR6824620,NA,0,0,NA,0,
SRR6824621,gomes2021;huang2019,,SRR6824621,NA,0,0,NA,0,
SRR6824622,gomes2021;huang2019,,SRR6824622,NA,0,0,NA,0,
SRR6824623,gomes2021;huang2019,,SRR6824623,NA,0,0,NA,0,
SRR6824618,gomes2021;huang2019,,SRR6824618,NA,0,0,NA,0,
SRR6824619,gomes2021;huang2019,,SRR6824619,NA,0,0,NA,0,
SRR6824321,gomes2021;huang2019,,SRR6824321,NA,0,0,NA,0,
ERR3077930,katale2020,,ERR3077930,NA,0,0,0,NA,
ERR3077931,katale2020,,ERR3077931,NA,0,0,0,NA,
ERR3077932,katale2020,,ERR3077932,NA,0,0,0,NA,
ERR3077933,katale2020,,ERR3077933,NA,0,0,0,NA,
ERR3077934,katale2020,,ERR3077934,NA,0,0,0,NA,
ERR3077935,katale2020,,ERR3077935,NA,0,0,0,NA,
ERR3077936,katale2020,,ERR3077936,NA,0,0,0,NA,
ERR3077937,katale2020,,ERR3077937,NA,0,0,0,NA,
ERR3077938,katale2020,,ERR3077938,NA,0,0,0,NA,
ERR3077939,katale2020,,ERR3077939,NA,0,0,0,NA,
ERR3077940,katale2020,,ERR3077940,NA,0,0,0,NA,
ERR3077941,katale2020,,ERR3077941,NA,0,0,0,NA,
ERR3077942,katale2020,,ERR3077942,NA,0,0,0,NA,
ERR3077943,katale2020,,ERR3077943,NA,0,0,0,NA,
ERR3077944,katale2020,,ERR3077944,NA,0,0,0,NA,
ERR3077945,katale2020,,ERR3077945,NA,0,0,0,NA,
ERR3077946,katale2020,,ERR3077946,NA,0,0,0,NA,
ERR3077947,katale2020,,ERR3077947,NA,0,0,0,NA,
ERR3077948,katale2020,,ERR3077948,NA,0,0,0,NA,
ERR3077949,katale2020,,ERR3077949,NA,0,0,0,NA,
ERR3077950,katale2020,,ERR3077950,NA,0,0,0,NA,
ERR3077951,katale2020,,ERR3077951,NA,0,0,0,NA,
ERR3077952,katale2020,,ERR3077952,NA,0,0,0,NA,
ERR3077953,katale2020,,ERR3077953,NA,0,0,0,NA,
ERR3077954,katale2020,,ERR3077954,NA,0,0,0,NA,
ERR3077955,katale2020,,ERR3077955,NA,0,0,0,NA,
ERR3077956,katale2020,,ERR3077956,NA,0,0,0,NA,
ERR3077957,katale2020,,ERR3077957,NA,0,0,0,NA,
ERR3077958,katale2020,,ERR3077958,NA,0,0,0,NA,
ERR3077959,katale2020,,ERR3077959,NA,0,0,0,NA,
ERR3077960,katale2020,,ERR3077960,NA,0,0,0,NA,
ERR3077961,katale2020,,ERR3077961,NA,0,0,0,NA,
ERR3077962,katale2020,,ERR3077962,NA,0,0,0,NA,
ERR3077963,katale2020,,ERR3077963,NA,0,0,0,NA,
ERR3077964,katale2020,,ERR3077964,NA,0,0,0,NA,
ERR3077965,katale2020,,ERR3077965,NA,0,0,0,NA,
ERR3077966,katale2020,,ERR3077966,NA,0,0,0,NA,
ERR3077967,katale2020,,ERR3077967,NA,0,0,0,NA,
ERR3077968,katale2020,,ERR3077968,NA,0,0,0,NA,
ERR3077969,katale2020,,ERR3077969,NA,0,0,0,NA,
ERR3077970,katale2020,,ERR3077970,NA,0,0,0,NA,
ERR3077971,katale2020,,ERR3077971,NA,0,0,0,NA,
ERR3077972,katale2020,,ERR3077972,NA,0,0,0,NA,
ERR3077973,katale2020,,ERR3077973,NA,0,0,0,NA,
ERR3077974,katale2020,,ERR3077974,NA,0,0,0,NA,
ERR3077975,katale2020,,ERR3077975,NA,0,0,0,NA,
ERR3077976,katale2020,,ERR3077976,NA,0,0,0,NA,
ERR3077977,katale2020,,ERR3077977,NA,0,0,0,NA,
ERR3077978,katale2020,,ERR3077978,NA,0,0,0,NA,
ERR3077979,katale2020,,ERR3077979,NA,0,0,0,NA,
ERR3077980,katale2020,,ERR3077980,NA,0,0,0,NA,
ERR3077981,katale2020,,ERR3077981,NA,0,0,0,NA,
ERR3077982,katale2020,,ERR3077982,NA,0,0,0,NA,
ERR3077983,katale2020,,ERR3077983,NA,0,0,0,NA,
ERR3077984,katale2020,,ERR3077984,NA,0,0,0,NA,
ERR3077985,katale2020,,ERR3077985,NA,0,0,0,NA,
ERR3077986,katale2020,,ERR3077986,NA,0,0,0,NA,
ERR3077987,katale2020,,ERR3077987,NA,0,0,0,NA,
ERR3077988,katale2020,,ERR3077988,NA,0,0,0,NA,
ERR3077989,katale2020,,ERR3077989,NA,0,0,0,NA,
ERR3077990,katale2020,,ERR3077990,NA,0,0,0,NA,
ERR3077991,katale2020,,ERR3077991,NA,0,0,0,NA,
ERR3077992,katale2020,,ERR3077992,NA,0,0,0,NA,
ERR3077993,katale2020,,ERR3077993,NA,0,0,0,NA,
ERR3077994,katale2020,,ERR3077994,NA,0,0,0,NA,
ERR3077995,katale2020,,ERR3077995,NA,0,0,0,NA,
ERR3077996,katale2020,,ERR3077996,NA,0,0,0,NA,
ERR3077997,katale2020,,ERR3077997,NA,0,0,0,NA,
ERR3077998,katale2020,,ERR3077998,NA,0,0,0,NA,
ERR3077999,katale2020,,ERR3077999,NA,0,0,0,NA,
ERR3078000,katale2020,,ERR3078000,NA,0,0,0,NA,
ERR3078001,katale2020,,ERR3078001,NA,0,0,0,NA,
ERR3078002,katale2020,,ERR3078002,NA,0,0,0,NA,
ERR3078003,katale2020,,ERR3078003,NA,0,0,0,NA,
ERR3078004,katale2020,,ERR3078004,NA,0,0,0,NA,
ERR3078005,katale2020,,ERR3078005,NA,0,0,0,NA,
ERR3078006,katale2020,,ERR3078006,NA,0,0,0,NA,
ERR3078007,katale2020,,ERR3078007,NA,0,0,0,NA,
ERR3078008,katale2020,,ERR3078008,NA,0,0,0,NA,
ERR3078009,katale2020,,ERR3078009,NA,0,0,0,NA,
ERR3078010,katale2020,,ERR3078010,NA,0,0,0,NA,
ERR3078011,katale2020,,ERR3078011,NA,0,0,0,NA,
ERR3078012,katale2020,,ERR3078012,NA,0,0,0,NA,
ERR3078013,katale2020,,ERR3078013,NA,0,0,0,NA,
ERR3078014,katale2020,,ERR3078014,NA,0,0,0,NA,
ERR3078015,katale2020,,ERR3078015,NA,0,0,0,NA,
ERR3078016,katale2020,,ERR3078016,NA,0,0,0,NA,
ERR3078017,katale2020,,ERR3078017,NA,0,0,0,NA,
SRR9588029,makhado2018,,SRR9588029,NA,0,0,0,NA,
SRR9588027,makhado2018,,SRR9588027,NA,1,1,0,NA,
SRR9588006,makhado2018,,SRR9588006,NA,1,1,0,NA,
SRR9588005,makhado2018,,SRR9588005,NA,0,0,0,NA,
SRR9588012,makhado2018,,SRR9588012,NA,0,0,0,NA,
SRR9588011,makhado2018,,SRR9588011,NA,1,1,0,NA,
SRR9588010,makhado2018,,SRR9588010,NA,1,1,0,NA,
SRR9588009,makhado2018,,SRR9588009,NA,0,0,0,NA,
SRR9588004,makhado2018,,SRR9588004,NA,0,0,0,NA,
SRR9588003,makhado2018,,SRR9588003,NA,0,0,0,NA,
SRR9588025,makhado2018,,SRR9588025,NA,1,1,0,NA,
SRR9588026,makhado2018,,SRR9588026,NA,1,1,0,NA,
SRR9588023,makhado2018,,SRR9588023,NA,1,1,0,NA,
SRR9588024,makhado2018,,SRR9588024,NA,1,1,0,NA,
SRR9588028,makhado2018,,SRR9588028,NA,1,1,0,NA,
SRR9588014,makhado2018,,SRR9588014,NA,0,0,0,NA,
SRR9588013,makhado2018,,SRR9588013,NA,1,1,0,NA,
SRR9588016,makhado2018,,SRR9588016,NA,0,0,0,NA,
SRR9588015,makhado2018,,SRR9588015,NA,0,0,0,NA,
SRR9588018,makhado2018,,SRR9588018,NA,0,0,0,NA,
SRR9588017,makhado2018,,SRR9588017,NA,0,0,0,NA,
SRR9588020,makhado2018,,SRR9588020,NA,0,0,0,NA,
SRR9588019,makhado2018,,SRR9588019,NA,0,0,0,NA,
SRR9588022,makhado2018,,SRR9588022,NA,1,1,0,NA,
SRR9588021,makhado2018,,SRR9588021,NA,1,1,0,NA,
SRR9588008,makhado2018,,SRR9588008,NA,0,0,0,NA,
SRR9588007,makhado2018,,SRR9588007,NA,0,0,0,NA,
SRR6807758,tbportal,,SRR6807758,NA,NA,0,NA,NA,
ERR2120246,walker2018a,,ERR2120246,NA,0,NA,0,0,
ERR2120247,walker2018a,,ERR2120247,NA,0,NA,0,0,
ERR2120274,walker2018a,,ERR2120274,NA,0,NA,NA,NA,
ERR2120275,walker2018a,,ERR2120275,NA,0,NA,NA,NA,
ERR2120286,walker2018a,,ERR2120286,NA,0,NA,0,0,
ERR2120287,walker2018a,,ERR2120287,NA,0,NA,0,0,
ERR2120288,walker2018a,,ERR2120288,NA,0,NA,0,0,
ERR2120289,walker2018a,,ERR2120289,NA,0,NA,0,0,
ERR2120290,walker2018a,,ERR2120290,NA,0,NA,0,0,
ERR2120291,walker2018a,,ERR2120291,NA,0,NA,0,0,
ERR2120292,walker2018a,,ERR2120292,NA,0,NA,0,0,
ERR2120293,walker2018a,,ERR2120293,NA,0,NA,0,0,
ERR2120294,walker2018a,,ERR2120294,NA,NA,NA,0,NA,
SRR6442525,battaglia2020,,SRR6442525,PRJNA428596,0,NA,NA,NA,
SRR6485049,battaglia2020,,SRR6485049,PRJNA428596,NA,NA,NA,1,
SRR6484890,battaglia2020,,SRR6484890,PRJNA428596,NA,NA,NA,0,
SRR6485151,battaglia2020,,SRR6485151,PRJNA428596,0,NA,NA,NA,
SRR6484930,battaglia2020,,SRR6484930,PRJNA428596,NA,NA,NA,0,
SRR6484931,battaglia2020,,SRR6484931,PRJNA428596,NA,NA,NA,0,
SRR6484840,battaglia2020,,SRR6484840,PRJNA428596,NA,NA,NA,0,
SRR6484841,battaglia2020,,SRR6484841,PRJNA428596,NA,NA,NA,0,
SRR6484959,battaglia2020,,SRR6484959,PRJNA428596,0,NA,NA,NA,
SRR6484906,battaglia2020,,SRR6484906,PRJNA428596,NA,NA,NA,0,
SRR6484938,battaglia2020,,SRR6484938,PRJNA428596,0,NA,NA,NA,
SRR6484851,battaglia2020,,SRR6484851,PRJNA428596,NA,NA,NA,0,
SRR6485104,battaglia2020,,SRR6485104,PRJNA428596,NA,NA,NA,1,
SRR6485103,battaglia2020,,SRR6485103,PRJNA428596,NA,NA,NA,1,
SRR6484876,battaglia2020,,SRR6484876,PRJNA428596,NA,NA,NA,0,
SRR6485146,battaglia2020,,SRR6485146,PRJNA428596,0,NA,NA,NA,
SRR6485018,battaglia2020,,SRR6485018,PRJNA428596,NA,NA,NA,0,
SRR6484901,battaglia2020,,SRR6484901,PRJNA428596,NA,NA,NA,0,
SRR6484902,battaglia2020,,SRR6484902,PRJNA428596,0,NA,NA,NA,
SRR6484903,battaglia2020,,SRR6484903,PRJNA428596,NA,NA,NA,0,
SRR6650232,battaglia2020,,SRR6650232,PRJNA428596,NA,NA,NA,1,
SRR6650126,battaglia2020,,SRR6650126,PRJNA428596,NA,NA,NA,1,
SRR6650160,battaglia2020,,SRR6650160,PRJNA428596,NA,NA,NA,1,
SRR6650401,battaglia2020,,SRR6650401,PRJNA428596,NA,NA,NA,0,
SRR6650405,battaglia2020,,SRR6650405,PRJNA428596,0,NA,NA,NA,
SRR6650274,battaglia2020,,SRR6650274,PRJNA428596,0,NA,NA,NA,
SRR6650271,battaglia2020,,SRR6650271,PRJNA428596,NA,NA,NA,0,
SRR6650412,battaglia2020,,SRR6650412,PRJNA428596,0,NA,NA,NA,
SRR6650131,battaglia2020,,SRR6650131,PRJNA428596,0,NA,NA,NA,
SRR6650205,battaglia2020,,SRR6650205,PRJNA428596,NA,NA,NA,0,
SRR6650204,battaglia2020,,SRR6650204,PRJNA428596,NA,NA,NA,0,
SRR6650106,battaglia2020,,SRR6650106,PRJNA428596,NA,NA,NA,0,
SRR6650396,battaglia2020,,SRR6650396,PRJNA428596,0,NA,NA,NA,
SRR6650343,battaglia2020,,SRR6650343,PRJNA428596,NA,NA,NA,0,
SRR6650313,battaglia2020,,SRR6650313,PRJNA428596,NA,NA,NA,1,
SRR6650148,battaglia2020,,SRR6650148,PRJNA428596,0,NA,NA,NA,
SRR6650367,battaglia2020,,SRR6650367,PRJNA428596,0,NA,NA,NA,
SRR6650366,battaglia2020,,SRR6650366,PRJNA428596,NA,NA,NA,0,
SRR6650382,battaglia2020,,SRR6650382,PRJNA428596,NA,NA,NA,0,
SRR6650341,battaglia2020,,SRR6650341,PRJNA428596,NA,NA,NA,0,
SRR6650283,battaglia2020,,SRR6650283,PRJNA428596,1,NA,NA,NA,
SRR6650210,battaglia2020,,SRR6650210,PRJNA428596,NA,NA,NA,0,
SRR6650139,battaglia2020,,SRR6650139,PRJNA428596,0,NA,NA,NA,
SRR6650117,battaglia2020,,SRR6650117,PRJNA428596,0,NA,NA,NA,
SRR6650174,battaglia2020,,SRR6650174,PRJNA428596,0,NA,NA,NA,
SRR6650352,battaglia2020,,SRR6650352,PRJNA428596,1,NA,NA,NA,
SRR6650353,battaglia2020,,SRR6650353,PRJNA428596,0,NA,NA,NA,
SRR6650362,battaglia2020,,SRR6650362,PRJNA428596,0,NA,NA,NA,
SRR6650297,battaglia2020,,SRR6650297,PRJNA428596,0,NA,NA,NA,
SRR6650295,battaglia2020,,SRR6650295,PRJNA428596,NA,NA,NA,0,
SRR6650228,battaglia2020,,SRR6650228,PRJNA428596,NA,NA,NA,0,
SRR6650269,battaglia2020,,SRR6650269,PRJNA428596,NA,NA,NA,0,
SRR6650298,battaglia2020,,SRR6650298,PRJNA428596,0,NA,NA,NA,
SRR6785339,battaglia2020,,SRR6785339,PRJNA428596,NA,NA,NA,1,
SRR6785403,battaglia2020,,SRR6785403,PRJNA428596,NA,NA,NA,0,
SRR6785391,battaglia2020,,SRR6785391,PRJNA428596,0,NA,NA,0,
SRR6785213,battaglia2020,,SRR6785213,PRJNA428596,NA,NA,NA,0,
SRR6785545,battaglia2020,,SRR6785545,NA,NA,NA,NA,0,
SRR6785492,battaglia2020,,SRR6785492,PRJNA428596,NA,NA,NA,1,
SRR6785491,battaglia2020,,SRR6785491,PRJNA428596,NA,NA,NA,0,
SRR6785435,battaglia2020,,SRR6785435,PRJNA428596,NA,NA,NA,0,
SRR6785532,battaglia2020,,SRR6785532,NA,NA,NA,NA,1,
SRR6785424,battaglia2020,,SRR6785424,PRJNA428596,0,NA,NA,NA,
SRR6785420,battaglia2020,,SRR6785420,PRJNA428596,NA,NA,NA,1,
SRR6797502,battaglia2020,,SRR6797502,NA,NA,NA,NA,1,
SRR6797585,battaglia2020,,SRR6797585,NA,0,NA,NA,NA,
SRR6797762,battaglia2020,,SRR6797762,NA,NA,NA,NA,0,
SRR6797424,battaglia2020,,SRR6797424,NA,NA,NA,NA,0,
SRR6797871,battaglia2020,,SRR6797871,NA,NA,NA,NA,1,
SRR6797666,battaglia2020,,SRR6797666,NA,NA,NA,NA,0,
SRR6797846,battaglia2020,,SRR6797846,NA,NA,NA,NA,0,
SRR6797849,battaglia2020,,SRR6797849,NA,NA,NA,NA,0,
SRR6797694,battaglia2020,,SRR6797694,NA,NA,NA,NA,0,
SRR6797582,battaglia2020,,SRR6797582,NA,NA,NA,NA,0,
SRR6797364,battaglia2020,,SRR6797364,NA,NA,NA,NA,0,
SRR6797717,battaglia2020,,SRR6797717,NA,0,NA,NA,NA,
SRR6797716,battaglia2020,,SRR6797716,NA,0,NA,NA,NA,
SRR6797546,battaglia2020,,SRR6797546,NA,NA,NA,NA,1,
SRR6797405,battaglia2020,,SRR6797405,NA,NA,NA,NA,0,
SRR6797411,battaglia2020,,SRR6797411,NA,0,NA,NA,NA,
SRR6797409,battaglia2020,,SRR6797409,NA,NA,NA,NA,0,
SRR6797403,battaglia2020,,SRR6797403,NA,NA,NA,NA,0,
SRR6797824,battaglia2020,,SRR6797824,NA,0,NA,NA,NA,
SRR6797489,battaglia2020,,SRR6797489,NA,NA,NA,NA,1,
SRR6797487,battaglia2020,,SRR6797487,NA,NA,NA,NA,1,
SRR6797311,battaglia2020,,SRR6797311,NA,NA,NA,NA,0,
SRR6797314,battaglia2020,,SRR6797314,NA,NA,NA,NA,0,
SRR6797326,battaglia2020,,SRR6797326,NA,NA,NA,NA,0,
SRR6797750,battaglia2020,,SRR6797750,NA,NA,NA,NA,1,
SRR6797372,battaglia2020,,SRR6797372,NA,NA,NA,NA,0,
SRR6797527,battaglia2020,,SRR6797527,NA,NA,NA,NA,1,
SRR6797532,battaglia2020,,SRR6797532,NA,NA,NA,NA,1,
SRR6797819,battaglia2020,,SRR6797819,NA,NA,NA,NA,1,
SRR6797395,battaglia2020,,SRR6797395,NA,NA,NA,NA,0,
SRR6797644,battaglia2020,,SRR6797644,NA,NA,NA,NA,1,
SRR6797560,battaglia2020,,SRR6797560,NA,NA,NA,NA,0,
SRR6797541,battaglia2020,,SRR6797541,NA,0,NA,NA,NA,
SRR6797540,battaglia2020,,SRR6797540,NA,0,NA,NA,NA,
SRR6797543,battaglia2020,,SRR6797543,NA,NA,NA,NA,1,
SRR6797292,battaglia2020,,SRR6797292,NA,NA,NA,NA,0,
SRR6797703,battaglia2020,,SRR6797703,NA,NA,NA,NA,1,
SRR6797288,battaglia2020,,SRR6797288,NA,0,NA,NA,1,
SRR6797641,battaglia2020,,SRR6797641,NA,NA,NA,NA,0,
SRR6797800,battaglia2020,,SRR6797800,NA,NA,NA,NA,0,
SRR6797802,battaglia2020,,SRR6797802,NA,NA,NA,NA,0,
SRR6797345,battaglia2020,,SRR6797345,NA,NA,NA,NA,0,
SRR6797507,battaglia2020,,SRR6797507,NA,NA,NA,NA,1,
SRR6797677,battaglia2020,,SRR6797677,NA,NA,NA,NA,1,
SRR6797679,battaglia2020,,SRR6797679,NA,NA,NA,NA,1,
SRR6797859,battaglia2020,,SRR6797859,NA,NA,NA,NA,0,
SRR6797449,battaglia2020,,SRR6797449,NA,0,NA,NA,NA,
SRR6797450,battaglia2020,,SRR6797450,NA,NA,NA,NA,1,
SRR6797615,battaglia2020,,SRR6797615,NA,0,NA,NA,NA,
SRR6797598,battaglia2020,,SRR6797598,NA,NA,NA,NA,0,
SRR6797752,battaglia2020,,SRR6797752,NA,NA,NA,NA,0,
SRR6797428,battaglia2020,,SRR6797428,NA,NA,NA,NA,1,
SRR6797433,battaglia2020,,SRR6797433,NA,NA,NA,NA,1,
SRR6797865,battaglia2020,,SRR6797865,NA,NA,NA,NA,1,
SRR6797305,battaglia2020,,SRR6797305,NA,NA,NA,NA,0,
SRR6832003,battaglia2020,,SRR6832003,NA,NA,NA,NA,1,
SRR6832423,battaglia2020,,SRR6832423,NA,0,NA,NA,NA,
SRR6832549,battaglia2020,,SRR6832549,NA,NA,NA,NA,1,
SRR6832602,battaglia2020,,SRR6832602,NA,NA,NA,NA,0,
SRR6832668,battaglia2020,,SRR6832668,NA,NA,NA,NA,0,
SRR6856097,battaglia2020,,SRR6856097,NA,NA,NA,NA,0,
SRR6855760,battaglia2020,,SRR6855760,NA,NA,NA,NA,1,
SRR6855839,battaglia2020,,SRR6855839,NA,NA,NA,NA,0,
SRR6855955,battaglia2020,,SRR6855955,NA,NA,NA,NA,0,
SRR6856018,battaglia2020,,SRR6856018,NA,0,NA,NA,NA,
SRR6856020,battaglia2020,,SRR6856020,NA,NA,NA,NA,0,
SRR6855790,battaglia2020,,SRR6855790,NA,NA,NA,NA,1,
SRR6855855,battaglia2020,,SRR6855855,NA,NA,NA,NA,0,
SRR6855908,battaglia2020,,SRR6855908,NA,0,NA,NA,NA,
SRR6896487,battaglia2020,,SRR6896487,NA,NA,NA,NA,0,
SRR6896525,battaglia2020,,SRR6896525,NA,NA,NA,NA,0,
SRR6896312,battaglia2020,,SRR6896312,NA,0,NA,NA,NA,
SRR6896422,battaglia2020,,SRR6896422,NA,NA,NA,NA,0,
SRR6896599,battaglia2020,,SRR6896599,NA,NA,NA,NA,0,
SRR6896574,battaglia2020,,SRR6896574,NA,NA,NA,NA,0,
SRR6896562,battaglia2020,,SRR6896562,NA,NA,NA,NA,0,
SRR6896177,battaglia2020,,SRR6896177,NA,NA,NA,NA,0,
SRR6896395,battaglia2020,,SRR6896395,NA,NA,NA,NA,1,
SRR6936723,battaglia2020,,SRR6936723,NA,NA,NA,NA,0,
SRR6936675,battaglia2020,,SRR6936675,NA,NA,NA,NA,0,
SRR6936705,battaglia2020,,SRR6936705,NA,NA,NA,NA,0,
SRR6936634,battaglia2020,,SRR6936634,NA,NA,NA,NA,0,
SRR6936775,battaglia2020,,SRR6936775,NA,NA,NA,NA,0,
SRR6936661,battaglia2020,,SRR6936661,NA,NA,NA,NA,0,
SRR6964609,battaglia2020,,SRR6964609,NA,0,NA,NA,NA,
SRR6964493,battaglia2020,,SRR6964493,NA,NA,NA,NA,0,
SRR6964638,battaglia2020,,SRR6964638,NA,1,NA,NA,NA,
SRR6964635,battaglia2020,,SRR6964635,NA,NA,NA,NA,0,
SRR6964508,battaglia2020,,SRR6964508,NA,0,NA,NA,NA,
SRR6964511,battaglia2020,,SRR6964511,NA,NA,NA,NA,0,
SRR6964510,battaglia2020,,SRR6964510,NA,NA,NA,NA,0,
SRR6964661,battaglia2020,,SRR6964661,NA,0,NA,NA,NA,
SRR6964496,battaglia2020,,SRR6964496,NA,NA,NA,NA,0,
SRR6964675,battaglia2020,,SRR6964675,NA,NA,NA,NA,0,
SRR6964672,battaglia2020,,SRR6964672,NA,0,NA,NA,NA,
SRR6964594,battaglia2020,,SRR6964594,NA,1,NA,NA,NA,
SRR6964603,battaglia2020,,SRR6964603,NA,0,NA,NA,NA,
SRR6964566,battaglia2020,,SRR6964566,NA,0,NA,NA,NA,
SRR6964567,battaglia2020,,SRR6964567,NA,NA,NA,NA,1,
SRR6964563,battaglia2020,,SRR6964563,NA,0,NA,NA,NA,
SRR6964587,battaglia2020,,SRR6964587,NA,0,NA,NA,NA,
SRR6964557,battaglia2020,,SRR6964557,NA,NA,NA,NA,1,
SRR6981949,battaglia2020,,SRR6981949,NA,NA,NA,NA,0,
SRR6982330,battaglia2020,,SRR6982330,NA,NA,NA,NA,0,
SRR6982287,battaglia2020,,SRR6982287,NA,0,NA,NA,NA,
SRR6982305,battaglia2020,,SRR6982305,NA,NA,NA,NA,1,
SRR6982151,battaglia2020,,SRR6982151,NA,0,NA,NA,NA,
SRR6982161,battaglia2020,,SRR6982161,NA,0,NA,NA,NA,
SRR6982504,battaglia2020,,SRR6982504,NA,NA,NA,NA,0,
ERR2199757,beckert2020,,ERR2199757,PRJEB6273,0,0,NA,NA,
ERR552875,beckert2020,,ERR552875,PRJEB6273,0,0,NA,NA,
ERR552405,beckert2020,,ERR552405,PRJEB6273,0,0,NA,NA,
ERR551231,beckert2020,,ERR551231,PRJEB6273,0,0,NA,NA,
ERR552870,beckert2020,,ERR552870,PRJEB6273,0,0,NA,NA,
